model,gene_id,kegg_orthology,ecnumber,subsystem,description,isHuman,seedID,genome_accession,ncbiid,ko_description
Bifidobacterium_longum_longum_JDM301,759350.9.peg.588,K00149,1.2.1.3,Miscellaneous,D-Glyceraldehyde:NAD+ Oxidoreductase Ec:1.2.1.3,True,rxn01286,GCF_000092325.1,759350,aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]
Bifidobacterium_longum_longum_JDM301,759350.9.peg.588,K14085,1.2.1.3,Miscellaneous,D-Glyceraldehyde:NAD+ Oxidoreductase Ec:1.2.1.3,True,rxn01286,GCF_000092325.1,759350,aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
Bifidobacterium_longum_longum_JDM301,759350.9.peg.588,K00128,1.2.1.3,Miscellaneous,D-Glyceraldehyde:NAD+ Oxidoreductase Ec:1.2.1.3,True,rxn01286,GCF_000092325.1,759350,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
Bifidobacterium_longum_longum_JDM301,759350.9.peg.1197,K00951,2.7.6.5,Vitamin B2 metabolism,GTP diphosphokinase,False,rxn00303,GCF_000092325.1,759350,GTP pyrophosphokinase [EC:2.7.6.5]
Bifidobacterium_longum_longum_JDM301,759350.9.peg.1197,K07816,2.7.6.5,Vitamin B2 metabolism,GTP diphosphokinase,False,rxn00303,GCF_000092325.1,759350,GTP pyrophosphokinase [EC:2.7.6.5]
Bifidobacterium_longum_longum_JDM301,759350.9.peg.1833,K01934,6.3.3.2,Folate metabolism,5-Formethyltetrahydrofolate Cyclo-Ligase,True,rxn01653,GCF_000092325.1,759350,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
Bifidobacterium_longum_longum_JDM301,759350.9.peg.1262,K00767,2.4.2.19,NAD metabolism,Nicotinate-Nucleotide Diphosphorylase (Carboxylating),True,rxn02402,GCF_000092325.1,759350,nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase,False,rxn05422,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,False,rxn05372,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,False,rxn05397,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00668,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,"fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase,False,rxn05426,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,False,rxn05376,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,False,rxn05401,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase,False,rxn05430,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,False,rxn05380,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,False,rxn05405,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),False,rxn05461,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase,False,rxn05410,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,False,rxn05360,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,False,rxn05385,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase,False,rxn05414,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,False,rxn05364,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,False,rxn05389,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),False,rxn05341,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),False,rxn05341,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),False,rxn05341,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,False,rxn05368,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase,False,rxn05418,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.491,K00059,1.1.1.100,Fatty acid synthesis,9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,False,rxn05393,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase,False,rxn05422,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,False,rxn05372,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,False,rxn05397,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00668,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,"fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),False,rxn05340,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase,False,rxn05426,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,False,rxn05376,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,False,rxn05401,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),False,rxn05342,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase,False,rxn05430,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,False,rxn05380,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,False,rxn05405,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),False,rxn05336,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),False,rxn05461,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),False,rxn05339,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase,False,rxn05410,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,False,rxn05360,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,False,rxn05385,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),False,rxn05337,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase,False,rxn05414,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,False,rxn05364,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,False,rxn05389,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00667,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),False,rxn05341,GCF_048164435.1,411487,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),False,rxn05341,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),False,rxn05341,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,False,rxn05368,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase,False,rxn05418,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.609,K00059,1.1.1.100,Fatty acid synthesis,9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,False,rxn05393,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.1913,K00059,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Eubacterium_hallii_L2_7,g.1364.peg.1913,K11533,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eubacterium_hallii_L2_7,g.1364.peg.1913,K00665,1.1.1.100,Fatty acid synthesis, 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),False,rxn05338,GCF_048164435.1,411487,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eubacterium_hallii_L2_7,g.1364.peg.1913,K00059,1.1.1.100,Fatty acid synthesis,10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase,False,rxn05422,GCF_048164435.1,411487,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
